Iteration,Vref
691,1.2463903383418091
692,1.2615932980336424
693,1.239189366724001
694,1.2561593560694426
695,1.2559310125796839
696,1.24690453560686
697,1.2532613302224211
698,1.237488864236147
699,1.259240270192069
700,1.24815097863557
701,1.2447727697948097
702,1.2604900922583688
703,1.2429565630945725
704,1.2359153870363644
705,1.234433708264761
706,1.2560600995134563
707,1.2371957064750372
708,1.2675479418198436
709,1.2291807059211628
710,1.2669645636829003
711,1.2521101746720262
712,1.2490328688812962
713,1.2445508091319104
714,1.2539913611435207
715,1.2496236529757516
716,1.2610330188201653
717,1.2511422764866205
718,1.2515030176146187
719,1.2463638778778614
720,1.2494305437627893
721,1.2530780176889207
722,1.2328983160734337
723,1.236518145778943
724,1.2574326409402272
725,1.2517086543812794
726,1.2481601666364732
727,1.250184339330654
728,1.2534758170536167
729,1.2446024031969063
730,1.2422169527459768
731,1.2519584525509768
732,1.2402162722238497
733,1.2540825275571448
734,1.2329741639576215
735,1.2602915563732564
736,1.2547259748241304
737,1.2525602973431387
738,1.2598269098394552
739,1.2666547444446257
740,1.2601437006501812
741,1.2315912576866836
742,1.237204230332643
743,1.2437518142230433
744,1.2502609105021083
745,1.2551765902046912
746,1.2427425618684653
747,1.2518676676447709
748,1.2424461706764667
749,1.2438848219700804
750,1.2359333890315178
751,1.240767667538891
752,1.2364831539438366
753,1.2402412674702268
754,1.2605364179660783
755,1.2405060111116806
756,1.2763238206483738
757,1.254933179008809
758,1.2518483612369486
759,1.2414164221981878
760,1.25700309879409
761,1.2442436217376223
762,1.2512200981464536
763,1.275600845382688
764,1.2490394010027535
765,1.2614927332628567
766,1.242968235748741
767,1.2496501150950303
768,1.267708006356355
769,1.2437303294221222
770,1.2681244855799694
771,1.2570775193545547
772,1.2443753322410573
773,1.2563240773905553
774,1.2597255444962674
775,1.256218099622172
776,1.2342977528010954
777,1.2427286282417513
778,1.247524813644485
779,1.2492556657089995
780,1.2562067209755068
781,1.2517770100093326
782,1.236646556412899
783,1.2538019785100596
784,1.2561058574528383
785,1.2555979044793104
786,1.2608078072555462
787,1.258339221545489
788,1.2545918007922843
789,1.2492983428854136
790,1.23339039066484
791,1.2542961821913259
792,1.252076876871631
793,1.2527157883719537
794,1.2372325142417968
795,1.2391894345959173
796,1.260531528533329
797,1.2496044484614335
798,1.2568150069737263
799,1.2502831837613047
800,1.2502975613949574
801,1.25938283805976
802,1.2448395527178262
803,1.2509612077694099
804,1.2453772471129496
805,1.2456550377256768
806,1.2469082787653136
807,1.2522213377163371
808,1.2452125137833652
809,1.2625575612557352
810,1.241053926977805
811,1.2481312835583864
812,1.2456026894172583
813,1.2644697788435373
814,1.2519655477651157
815,1.2603184453946863
816,1.2351443962696302
817,1.2526705026586926
818,1.2588963079562343
819,1.2508228398927543
820,1.2606548037506535
821,1.2448271154989963
822,1.2640934744018557
823,1.2729889812361925
824,1.2463716143956034
825,1.2455449747859924
826,1.264533844771177
827,1.2657957214573072
828,1.2447713997284673
829,1.2457981318290414
830,1.247182153911395
831,1.2365554948896573
832,1.240813480535158
833,1.2399585923324794
834,1.2423220243489588
835,1.2496531511261322
836,1.2523421473253653
837,1.2655050049281407
838,1.2400164595926122
839,1.259843223984766
840,1.247860111557745
841,1.2495053629034756
842,1.2567481949216661
843,1.238772779784377
844,1.2538240974618404
845,1.2516645220821305
846,1.2549245126400814
847,1.2528916864390782
848,1.2745530013991089
849,1.2436226001574868
850,1.2446900304499817
851,1.2437685947357524
852,1.2444452288083974
853,1.2436261287269348
854,1.2618901653110755
855,1.2642050424798985
856,1.2442925370625053
857,1.2416764442689576
858,1.2547141555638641
859,1.2444777695571902
860,1.256329318177555
861,1.252029230208513
862,1.2348425588500276
863,1.2654750520133007
864,1.2679587767309553
865,1.2438721130951562
866,1.24612298440064
867,1.252858653907249
868,1.2533445678998703
869,1.2565854427267282
870,1.2701020453876635
871,1.2482305277250596
872,1.2420170275546154
873,1.2362068077198547
874,1.2426906996005809
875,1.2496687302712621
876,1.2679455786351779
877,1.2448238870096382
878,1.2522378795163889
879,1.2498357710392725
880,1.2618839327344809
881,1.2752693242587363
882,1.2446913122707968
883,1.2451056055748178
884,1.2604416087706907
885,1.2568189148962632
886,1.2684670732573604
887,1.2558392818532595
888,1.2464070790921293
889,1.2559065483069232
890,1.261087035805829
891,1.2582048218119737
892,1.255072740311073
893,1.2606667468958916
894,1.2616929559044567
895,1.2638215899103753
896,1.2564870988758965
897,1.2483288191968314
898,1.2514671368643333
899,1.2620650896650836
900,1.2418306432901276
901,1.253686733088729
902,1.2460666118767263
903,1.2502874482293482
904,1.2627845186260729
905,1.251910990680199
906,1.2504643654815615
907,1.236401438590201
908,1.2574625356602722
909,1.2564548418114108
910,1.2716325472330545
911,1.24692221765047
912,1.2521915032766393
913,1.2524938368371075
914,1.2657745327976349
915,1.2490470446761304
916,1.2527902152577033
917,1.2560789650971653
918,1.2518660912315636
919,1.2455356638544948
920,1.2519408999289832
921,1.2607363174985977
922,1.2397348470058893
923,1.2513296967414687
924,1.2429987918506082
925,1.2619504662892485
926,1.2347681309521623
927,1.244410781527284
928,1.2537721187506452
929,1.2656552402923433
930,1.2493424973892702
931,1.244448004733068
932,1.2688115706944059
933,1.2355198609958375
934,1.2280119404337992
935,1.2544001445005333
936,1.244979457756474
937,1.2397876718286929
938,1.2570835644729936
939,1.252438007137712
940,1.2443592136926327
941,1.2371969560132912
942,1.2587245732828014
943,1.2565020117795866
944,1.2490082413622061
945,1.2684663699604766
946,1.2392991523367385
947,1.2347447482907525
948,1.2430809193011876
949,1.249544139836445
950,1.2524333944932269
951,1.2475876394214367
952,1.253520553965143
953,1.2374846057580955
954,1.2644376460407325
955,1.2491784882160744
956,1.2611729583158813
957,1.2534272534637771
958,1.254567532191538
959,1.2556976728023221
960,1.2544770856001732
961,1.2564272275986754
962,1.2632915253013244
963,1.2519652116970148
964,1.257090037575885
965,1.2491026430571277
966,1.2644011721544948
967,1.2432360769794073
968,1.2680094043291081
969,1.2495984204935566
970,1.2356922489788196
971,1.2512810441491078
972,1.2431894834252513
973,1.2584064354898872
974,1.243473760206976
975,1.2455381656678521
976,1.2311045926905446
977,1.2454769368075091
978,1.2257612067337105
979,1.2341609717651427
980,1.257604146561443
981,1.2578580015865084
982,1.2542545756178496
983,1.2403302385687078
984,1.2495228864385801
985,1.2499639746090943
986,1.2384163531080745
987,1.2650339830176716
988,1.2587736229057567
989,1.2477903582617034
990,1.2502688583899453
991,1.2520838280794755
992,1.229582651315757
993,1.247528226174794
994,1.243180157520022
995,1.2399837999010508
996,1.2471889970711405
997,1.2679768652684953
998,1.25640842861267
999,1.244288210102172
1000,1.2557258278135617
